,LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,ROT,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME,vessel_type,terminal_type,name,length,width,ID,draught_empty,draught_full,height_empty,height_full,v,installed_power,terminal
97,51.89463,4.234273,0.0,300.0,71.0,1.0,DECUX,IT,191.0,0.0,ML FREYJA,7,4926088,26.0,15.0,13.0,12784.0,12,nan,nan,nan,Ro-Ro Cargo,Cargo,ML FREYJA,191.0,26.0,4926088,5,5,5,5,5.1,1000,Other
98,51.97583,4.028276,0.0,213.0,291.0,3.0,NLRTM,HK,366.0,0.0,CSCL MARS,7,687523,51.0,146.0,20.0,155467.0,11,nan,nan,nan,Container,Container,CSCL MARS,366.0,51.0,687523,5,5,5,5,5.1,1000,Other
99,51.898,4.231576,0.0,323.0,323.0,2.0,NLRTM,MT,195.0,0.0,MAZARINE,7,297824,26.0,146.0,13.0,14552.0,12,nan,nan,nan,Ro-Ro Cargo,Cargo,MAZARINE,195.0,26.0,297824,5,5,5,5,5.1,1000,Other
100,51.93196,4.150393,88.0,278.0,278.0,3.0,GORINCHEM,NL,70.0,,MANUELA,7,233366,11.0,70.0,5.0,,61,nan,nan,nan,,,MANUELA,70.0,11.0,233366,5,5,5,5,5.1,1000,Other
101,51.97309,3.9947,,,,2.0,,MH,18.0,0.0,KIN 02,1,6467042,18.0,9.0,9.0,,-999,nan,nan,nan,,,KIN 02,18.0,18.0,6467042,5,5,5,5,5.1,1000,Other
102,51.96144,4.10921,0.0,,,7.0,,NL,24.0,,VEERHAVEN VI,7,246091,10.0,17.0,7.0,,61,nan,nan,nan,,,VEERHAVEN VI,24.0,10.0,246091,5,5,5,5,5.1,1000,Other
103,51.94375,4.03072,0.0,183.0,183.0,2.0,ROTTERDAM,NL,185.0,,ARIZONA,7,241753,22.0,186.0,11.0,,61,nan,nan,nan,,,ARIZONA,185.0,22.0,241753,5,5,5,5,5.1,1000,Other
104,51.82366,4.128489,0.0,,,5.0,HARLINGEN,NL,21.0,,ONTMOETING,6,5251445,4.0,20.0,2.0,,24,nan,nan,nan,,,ONTMOETING,21.0,4.0,5251445,5,5,5,5,5.1,1000,Other
105,51.95778,4.01268,0.0,,,5.0,,NL,110.0,,VIRAGE,7,5541701,11.0,100.0,5.0,,61,nan,nan,nan,,,VIRAGE,110.0,11.0,5541701,5,5,5,5,5.1,1000,Other
106,51.96154,4.0484,0.0,225.0,263.0,3.0,ROTTERDAM,NL,88.0,0.0,HOOGVLIET,7,268562,12.0,70.0,3.0,3729.0,9,nan,nan,nan,General Cargo,Cargo,HOOGVLIET,88.0,12.0,268562,5,5,5,5,5.1,1000,Other
107,51.94599,4.089375,0.0,147.0,147.0,3.0,ARA,LU,135.0,,PRIMERA,8,6183381,17.0,120.0,6.0,,25,nan,nan,nan,,,PRIMERA,135.0,17.0,6183381,5,5,5,5,5.1,1000,Other
108,51.95126,4.144464,0.0,205.0,205.0,2.0,ROTTERDAM,MT,29.0,,SD REBEL,3,3350961,10.0,10.0,5.0,217.0,54,nan,nan,nan,Tug,,SD REBEL,29.0,10.0,3350961,5,5,5,5,5.1,1000,Other
109,51.9563,4.119576,0.0,,,5.0,WERKENDAM,NL,70.0,,SPLENDID,7,242046,7.0,66.0,10.0,,61,nan,nan,nan,,,SPLENDID,70.0,7.0,242046,5,5,5,5,5.1,1000,Other
110,51.94846,4.091048,0.0,281.0,317.0,3.0,NLRTM,LR,249.0,0.0,GAGARIN PROSPECT,8,5609289,44.0,215.0,19.0,113170.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,GAGARIN PROSPECT,249.0,44.0,5609289,5,5,5,5,5.1,1000,Other
111,51.94522,4.1847,125.0,298.0,302.0,1116.0,AMSTERDAM,NL,28.0,0.0,ZEELUIPAARD,9,4153978,5.0,16.0,3.0,,-999,nan,nan,nan,,,ZEELUIPAARD,28.0,5.0,4153978,5,5,5,5,5.1,1000,Other
112,51.96819,4.037547,0.0,70.0,109.0,4.0,LEVERKUSEN,NL,135.0,0.0,RAPITARD,7,3352014,11.0,120.0,2.0,,61,nan,nan,nan,,,RAPITARD,135.0,11.0,3352014,5,5,5,5,5.1,1000,Other
113,51.95005,4.067912,0.0,260.0,260.0,1.0,RTM SHIFTING,AG,139.0,0.0,SPICA J,7,363425,22.0,121.0,11.0,11186.0,11,nan,nan,nan,Container,Container,SPICA J,139.0,22.0,363425,5,5,5,5,5.1,1000,Other
114,51.95042,4.069865,0.0,,,3.0,060000,NL,183.0,,CALYPSO,7,247819,11.0,93.0,7.0,,61,nan,nan,nan,,,CALYPSO,183.0,11.0,247819,5,5,5,5,5.1,1000,Other
115,51.98233,4.093713,129.0,287.0,289.0,2.0,NLRTM,NL,141.0,0.0,SVEN D,7,3520842,21.0,132.0,11.0,9604.0,11,nan,nan,nan,Container,Container,SVEN D,141.0,21.0,3520842,5,5,5,5,5.1,1000,Other
116,51.92277,4.171117,67.0,142.0,142.0,2.0,DESTINATION,NL,110.0,,SYLVANA,7,1789512,11.0,0.0,0.0,,61,nan,nan,nan,,,SYLVANA,110.0,11.0,1789512,5,5,5,5,5.1,1000,Other
117,51.96721,4.049432,61.0,110.0,110.0,2.0,RDAM RHEINHAUSEN,NL,135.0,,VAGEBOND,7,232844,14.0,127.0,12.0,,61,nan,nan,nan,,,VAGEBOND,135.0,14.0,232844,5,5,5,5,5.1,1000,Other
118,51.96607,4.126302,92.0,308.0,308.0,2.0,TOP SECRET,NL,25.0,0.0,P 5,3,269221,5.0,17.0,3.0,85.0,45,nan,nan,nan,,,P 5,25.0,5.0,269221,5,5,5,5,5.1,1000,Other
119,51.92017,4.201376,0.0,,,2.0,,NL,10.0,,RVE54,3,237416,3.0,4.0,1.0,,-999,nan,nan,nan,,,RVE54,10.0,3.0,237416,5,5,5,5,5.1,1000,Other
120,51.94215,4.117905,0.0,,181.0,3.0,,NL,81.0,0.0,VARIATIE,7,5684138,9.0,0.0,9.0,,61,nan,nan,nan,,,VARIATIE,81.0,9.0,5684138,5,5,5,5,5.1,1000,Other
121,51.8265,4.120632,0.0,10.0,10.0,1317.0,CLASS B,NL,12.0,,EVI,9,6584064,4.0,8.0,2.0,,-999,nan,nan,nan,,,EVI,12.0,4.0,6584064,5,5,5,5,5.1,1000,Other
122,51.96519,4.000947,84.0,346.0,347.0,1.0,ROTTERDAM,NL,31.0,0.0,RPA16,3,249482,8.0,16.0,4.0,,45,nan,nan,nan,,,RPA16,31.0,8.0,249482,5,5,5,5,5.1,1000,Other
123,51.95695,4.11273,8.0,,,2.0,,NL,64.0,,SNIP,7,3387654,7.0,50.0,6.0,,61,nan,nan,nan,,,SNIP,64.0,7.0,3387654,5,5,5,5,5.1,1000,Other
124,51.9742,3.995217,18.0,116.0,38.0,1.0,ROTTERDAM,NL,31.0,0.0,VB KRACHT,3,318411,12.0,16.0,6.0,275.0,54,nan,nan,nan,Tug,,VB KRACHT,31.0,12.0,318411,5,5,5,5,5.1,1000,Other
125,51.97079,4.028403,0.0,330.0,330.0,2.0,BASEL,NL,135.0,,INA,7,235940,12.0,120.0,5.0,,61,nan,nan,nan,,,INA,135.0,12.0,235940,5,5,5,5,5.1,1000,Other
126,51.98413,4.0774,64.0,109.0,105.0,1.0,ROTTERDAM,LV,87.0,2.0,FEHN COURAGE,7,299900,11.0,80.0,6.0,2610.0,9,nan,nan,nan,General Cargo,Cargo,FEHN COURAGE,87.0,11.0,299900,5,5,5,5,5.1,1000,Other
127,51.92484,4.106602,0.0,,,7.0,CLASS B,NL,14.0,,MR. BOJANGLES,9,6220725,4.0,10.0,2.0,,-999,nan,nan,nan,,,MR. BOJANGLES,14.0,4.0,6220725,5,5,5,5,5.1,1000,Other
128,51.94547,4.090708,0.0,,,3.0,BUNKERING,DE,110.0,,BERND DEYMANN,8,140636,11.0,0.0,9.0,,25,nan,nan,nan,,,BERND DEYMANN,110.0,11.0,140636,5,5,5,5,5.1,1000,Other
129,51.99057,3.850085,108.0,248.0,239.0,1.0,SCHEVENINGEN,NL,31.0,-720.0,MAARTJE,3,242148,6.0,23.0,3.0,,52,nan,nan,nan,Supply Vessel,,MAARTJE,31.0,6.0,242148,5,5,5,5,5.1,1000,Other
130,51.93996,4.033785,0.0,314.0,314.0,6.0,KEHL,NL,135.0,,PETRAQ,7,239267,11.0,120.0,5.0,,61,nan,nan,nan,,,PETRAQ,135.0,11.0,239267,5,5,5,5,5.1,1000,Other
131,51.91631,4.210642,0.0,,,5.0,MOERDIJK,DE,126.0,,THIJS JR,3,142870,5.0,23.0,6.0,,131,nan,nan,nan,,,THIJS JR,126.0,5.0,142870,5,5,5,5,5.1,1000,Other
132,51.93478,4.215745,133.0,302.0,302.0,1.0,ROTTERDAM,NL,42.0,,CRANE BARGE 4,7,239124,9.0,35.0,4.0,,61,nan,nan,nan,,,CRANE BARGE 4,42.0,9.0,239124,5,5,5,5,5.1,1000,Other
133,51.99324,4.016718,142.0,107.0,105.0,1.0,ROTTERDAM,PT,134.0,0.0,NCL SVELGEN,7,366904,23.0,125.0,14.0,11209.0,11,nan,nan,nan,Container,Container,NCL SVELGEN,134.0,23.0,366904,5,5,5,5,5.1,1000,Other
134,51.95953,4.073535,0.0,338.0,338.0,2.0,ROTTERDAM,BE,107.0,,CORVUS,7,110669,23.0,129.0,17.0,,61,nan,nan,nan,,,CORVUS,107.0,23.0,110669,5,5,5,5,5.1,1000,Other
135,51.94098,4.180205,0.0,310.0,310.0,1.0,NLRTM VIA KIEL,PT,151.0,0.0,SKALAR,7,366691,23.0,142.0,12.0,13000.0,11,nan,nan,nan,Container,Container,SKALAR,151.0,23.0,366691,5,5,5,5,5.1,1000,Other
136,51.95315,4.0002,1.0,355.0,128.0,2.0,ROTTERDAM,MT,28.0,0.0,VB HUDSON,3,372375,9.0,12.0,5.0,150.0,54,nan,nan,nan,Tug,,VB HUDSON,28.0,9.0,372375,5,5,5,5,5.1,1000,Other
137,51.92287,4.15392,0.0,219.0,219.0,6.0,CLASS B,NL,7.0,,FIESTA,9,3971206,3.0,3.0,3.0,,-999,nan,nan,nan,,,FIESTA,7.0,3.0,3971206,5,5,5,5,5.1,1000,Other
138,51.82781,4.136978,0.0,,,4.0,CLASS B,NL,16.0,,PASSAAT,9,5529048,4.0,14.0,2.0,,-999,nan,nan,nan,,,PASSAAT,16.0,4.0,5529048,5,5,5,5,5.1,1000,Other
139,51.92201,4.19465,1.0,259.0,38.0,2.0,ROTTERDAM,NO,89.0,0.0,NORDIC SIRA,8,309465,13.0,70.0,12.0,4054.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,NORDIC SIRA,89.0,13.0,309465,5,5,5,5,5.1,1000,Other
140,51.96413,4.094908,0.0,347.0,295.0,3.0,NLRTM HARBOUR TOWAGE,AG,25.0,0.0,FAIRPLAY X,3,152148,11.0,12.0,7.0,245.0,54,nan,nan,nan,Tug,,FAIRPLAY X,25.0,11.0,152148,5,5,5,5,5.1,1000,Other
141,51.8252,4.035883,,,314.0,1121.0,STELLENDAM,NL,11.0,0.0,SL88 MARGARETHA,2,6148022,4.0,8.0,2.0,,-999,nan,nan,nan,,,SL88 MARGARETHA,11.0,4.0,6148022,5,5,5,5,5.1,1000,Other
142,51.89391,4.230607,1.0,185.0,185.0,5.0,MIDDENHAVEN VAN DE M,BE,85.0,,MTS VIVALDI,8,115093,9.0,85.0,5.0,,25,nan,nan,nan,,,MTS VIVALDI,85.0,9.0,115093,5,5,5,5,5.1,1000,Other
143,51.95869,4.140125,79.0,306.0,306.0,1.0,ROTTERDAM EUROPAHAVE,NL,135.0,,FRIENDSHIP,8,161639,15.0,123.0,6.0,,25,nan,nan,nan,,,FRIENDSHIP,135.0,15.0,161639,5,5,5,5,5.1,1000,Other
144,51.97053,4.115183,131.0,102.0,102.0,2.0,HOEK V HOLLAND,NL,31.0,,DE NIEUWE PRINS,6,232714,7.0,11.0,5.0,,24,nan,nan,nan,,,DE NIEUWE PRINS,31.0,7.0,232714,5,5,5,5,5.1,1000,Other
145,51.96366,4.093596,0.0,,,1.0,ANTWERPEN,NL,86.0,,VERTIGO,8,5571210,10.0,76.0,4.0,,25,nan,nan,nan,,,VERTIGO,86.0,10.0,5571210,5,5,5,5,5.1,1000,Other
146,51.96142,4.04076,0.0,,,5.0,YANGTSEKANAAL ROTTER,NL,86.0,,VOLHARDING 6,8,2436139,15.0,86.0,15.0,,25,nan,nan,nan,,,VOLHARDING 6,86.0,15.0,2436139,5,5,5,5,5.1,1000,Other
147,51.92135,4.21839,0.0,,,4.0,BEAAA00023DOCKX00001,NL,110.0,,VIRGINIA,8,248743,16.0,0.0,0.0,6000.0,25,nan,nan,nan,,,VIRGINIA,110.0,16.0,248743,5,5,5,5,5.1,1000,Other
148,51.95175,4.143062,0.0,339.0,130.0,3.0,SCHEURHAVEN,NL,35.0,0.0,SMIT WAALHAVEN 4,3,242790,9.0,0.0,0.0,,74,nan,nan,nan,,,SMIT WAALHAVEN 4,35.0,9.0,242790,5,5,5,5,5.1,1000,Other
149,51.82624,4.031762,0.0,281.0,281.0,1.0,STELLENDAM,NL,40.0,,GO 37 EBEN HAEZER,2,1159995,8.0,30.0,4.0,,43,nan,nan,nan,Trawler,Fish,GO 37 EBEN HAEZER,40.0,8.0,1159995,5,5,5,5,5.1,1000,Other
150,51.95333,3.99315,0.0,254.0,34.0,7.0,MARSAXLOKK,FR,400.0,0.0,CMA CGM ST EXUPERY,7,5336324,59.0,128.0,29.0,202684.0,11,nan,nan,nan,Container,Container,CMA CGM ST EXUPERY,400.0,59.0,5336324,5,5,5,5,5.1,1000,Other
151,51.92781,4.197155,20.0,131.0,131.0,1.0,ROTTERDAM 7E PETROHA,NL,135.0,,GUADELOUPE,8,3720116,17.0,123.0,13.0,,25,nan,nan,nan,,,GUADELOUPE,135.0,17.0,3720116,5,5,5,5,5.1,1000,Other
152,51.95792,4.010713,0.0,0.0,0.0,8.0,RDAM MAASVLAKTE RDAM,NL,110.0,,JORDY M,7,234429,11.0,111.0,6.0,,61,nan,nan,nan,,,JORDY M,110.0,11.0,234429,5,5,5,5,5.1,1000,Other
153,51.96817,4.040918,11.0,282.0,282.0,3.0,NLRTM01202DOCKX00038,NL,135.0,,NOORDPARK,8,6398129,17.0,127.0,11.0,,25,nan,nan,nan,,,NOORDPARK,135.0,17.0,6398129,5,5,5,5,5.1,1000,Other
154,51.93811,4.198677,74.0,118.0,118.0,1.0,MERWEHAVEN WESTELIJ,BE,86.0,,PASCALE,8,3960670,10.0,86.0,6.0,,25,nan,nan,nan,,,PASCALE,86.0,10.0,3960670,5,5,5,5,5.1,1000,Other
155,51.90684,4.167393,0.0,318.0,318.0,1.0,CLASS B,NL,10.0,,PRINSES VAN SASSEN,9,5541053,3.0,8.0,1.0,,-999,nan,nan,nan,,,PRINSES VAN SASSEN,10.0,3.0,5541053,5,5,5,5,5.1,1000,Other
156,51.93968,4.06233,0.0,,,1033.0,ROTTERDAM 6E PETROHA,NL,85.0,,ANTIGUA,8,4433970,9.0,73.0,2.0,,25,nan,nan,nan,,,ANTIGUA,85.0,9.0,4433970,5,5,5,5,5.1,1000,Other
157,51.94437,4.09196,0.0,218.0,218.0,6.0,PETROLEUMHAVEN 6E,DE,110.0,,SLOT ZUYLEN,8,140103,11.0,98.0,8.0,,-999,nan,nan,nan,,,SLOT ZUYLEN,110.0,11.0,140103,5,5,5,5,5.1,1000,Other
158,51.96094,4.088377,86.0,167.0,169.0,2.0,HOEK VAN HOLLAND,NL,21.0,-14.0,PIONEER PILOTS,3,262115,6.0,16.0,3.0,,-999,nan,nan,nan,,,PIONEER PILOTS,21.0,6.0,262115,5,5,5,5,5.1,1000,Other
159,51.96235,3.995043,0.0,255.0,255.0,3.0,TILBURG ROTTTERDAM,NL,110.0,,DESTINY,7,237816,11.0,98.0,8.0,,61,nan,nan,nan,,,DESTINY,110.0,11.0,237816,5,5,5,5,5.1,1000,Other
160,51.92565,4.197023,0.0,210.0,210.0,2.0,ROTTERDAM CALANDKANA,BE,135.0,,CHARIS,8,3088691,15.0,135.0,7.0,6000.0,25,nan,nan,nan,,,CHARIS,135.0,15.0,3088691,5,5,5,5,5.1,1000,Other
161,51.97299,3.999243,107.0,221.0,222.0,1.0,HARBOUR ASSISTING,NL,32.0,0.0,EN AVANT 20,3,252011,11.0,15.0,5.0,254.0,54,nan,nan,nan,Tug,,EN AVANT 20,32.0,11.0,252011,5,5,5,5,5.1,1000,Other
162,51.97645,4.125299,0.0,180.0,209.0,3.0,PILOT BOARDING AREA,NL,23.0,0.0,MIRA PILOTS,3,6133138,6.0,20.0,3.0,,-999,nan,nan,nan,,,MIRA PILOTS,23.0,6.0,6133138,5,5,5,5,5.1,1000,Other
163,51.96554,4.11333,0.0,351.0,114.0,1.0,ROTTERDAM,GB,300.0,0.0,BERGE GROSSGLOCKNER,7,3843504,49.0,257.0,20.0,211182.0,6,nan,nan,nan,Bulk Carrier,Bulk,BERGE GROSSGLOCKNER,300.0,49.0,3843504,5,5,5,5,5.1,1000,Other
164,51.93197,4.157905,1.0,182.0,182.0,1.0,NLAMS0233MDOCKX00024,NL,135.0,,SOMTRANS XIV,8,237916,15.0,120.0,10.0,5782.0,25,nan,nan,nan,,,SOMTRANS XIV,135.0,15.0,237916,5,5,5,5,5.1,1000,Other
165,51.82713,4.029827,0.0,221.0,221.0,5.0,STELLENDAM,NL,18.0,,ANTOINETTE,3,147289,6.0,13.0,3.0,,-999,nan,nan,nan,,,ANTOINETTE,18.0,6.0,147289,5,5,5,5,5.1,1000,Other
166,51.96125,3.995275,0.0,358.0,358.0,2.0,RDAM-DUISBURG-NEUSS,NL,128.0,,CUGINI,3,244616,9.0,126.0,6.0,,-999,nan,nan,nan,,,CUGINI,128.0,9.0,244616,5,5,5,5,5.1,1000,Other
167,51.95189,4.077203,0.0,205.0,231.0,5.0,ROTTERDAM,AG,30.0,0.0,FAIRPLAY BENTAYGA,3,131937,11.0,13.0,4.0,167.0,54,nan,nan,nan,Tug,,FAIRPLAY BENTAYGA,30.0,11.0,131937,5,5,5,5,5.1,1000,Other
168,52.00763,4.124897,8.0,34.0,34.0,3.0,VHF 13,NL,9.0,,SCH 7 LUCKY SEVEN CG,2,247234,4.0,2.0,2.0,,-999,nan,nan,nan,,,SCH 7 LUCKY SEVEN CG,9.0,4.0,247234,5,5,5,5,5.1,1000,Other
169,51.94999,4.073705,32.0,279.0,279.0,823.0,RDAM-DUISBURG-NEUSS,NL,135.0,,CUGINI,7,244619,14.0,126.0,8.0,,61,nan,nan,nan,,,CUGINI,135.0,14.0,244619,5,5,5,5,5.1,1000,Other
170,51.93943,4.183078,0.0,349.0,310.0,4.0,RTDM-BUOY 79B,MH,160.0,0.0,FURANO GALAXY,8,6285946,25.0,132.0,7.0,25357.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,FURANO GALAXY,160.0,25.0,6285946,5,5,5,5,5.1,1000,Other
171,51.96392,4.095304,0.0,39.0,298.0,3.0,HARBOUR TUG RDAM,AG,35.0,0.0,FAIRPLAY 21,3,232604,10.0,17.0,6.0,260.0,54,nan,nan,nan,Tug,,FAIRPLAY 21,35.0,10.0,232604,5,5,5,5,5.1,1000,Other
172,51.95575,4.003883,0.0,217.0,218.0,2.0,NLROT>MAPTM,SG,353.0,0.0,MAERSK HERRERA,7,5614692,54.0,115.0,27.0,178257.0,11,nan,nan,nan,Container,Container,MAERSK HERRERA,353.0,54.0,5614692,5,5,5,5,5.1,1000,Other
173,51.95545,4.126085,0.0,218.0,218.0,2.0,,NL,86.0,,FAVORIET,8,239832,11.0,74.0,4.0,,25,nan,nan,nan,,,FAVORIET,86.0,11.0,239832,5,5,5,5,5.1,1000,Other
174,51.93465,4.054662,0.0,,,17.0,LIGKADE BUYS SCHEEPS,NL,31.0,,WATERBOOT 5,8,3351993,7.0,22.0,4.0,,25,nan,nan,nan,,,WATERBOOT 5,31.0,7.0,3351993,5,5,5,5,5.1,1000,Other
175,51.95507,4.15198,0.0,,,2.0,DODEWAARD,CH,135.0,,GEOFFREY CHAUCER,6,6126825,11.0,30.0,8.0,,24,nan,nan,nan,,,GEOFFREY CHAUCER,135.0,11.0,6126825,5,5,5,5,5.1,1000,Other
176,51.94838,4.056277,0.0,0.0,258.0,3.0,MAPTM->NLRTM,DK,366.0,0.0,SOUTHAMPTON EXPRESS,7,758592,48.0,147.0,16.0,153514.0,11,nan,nan,nan,Container,Container,SOUTHAMPTON EXPRESS,366.0,48.0,758592,5,5,5,5,5.1,1000,Other
177,51.95959,4.060118,1.0,197.0,197.0,4.0,ROTTERDAM CALANDKANA,NL,110.0,,VEENINGEN,8,234365,13.0,95.0,5.0,4200.0,25,nan,nan,nan,,,VEENINGEN,110.0,13.0,234365,5,5,5,5,5.1,1000,Other
178,51.82718,4.129912,0.0,,,3.0,HELLEVOETSLUIS,NL,44.0,,AMS60 BERNISSE,6,225615,8.0,20.0,3.0,,24,nan,nan,nan,,,AMS60 BERNISSE,44.0,8.0,225615,5,5,5,5,5.1,1000,Other
179,51.93885,4.171205,0.0,,,18.0,ANTWERPEN HAVENS,NL,110.0,,ANTONIE C,8,241432,13.0,10.0,6.0,,25,nan,nan,nan,,,ANTONIE C,110.0,13.0,241432,5,5,5,5,5.1,1000,Other
180,51.94777,4.051612,0.0,274.0,257.0,4.0,ROTTERDAM,LR,334.0,0.0,MSC TOKYO,7,757498,42.0,242.0,27.0,100680.0,11,nan,nan,nan,Container,Container,MSC TOKYO,334.0,42.0,757498,5,5,5,5,5.1,1000,Other
181,51.93718,4.037078,33.0,166.0,166.0,1389.0,FRSXBVN055TERMC03142,NL,236.0,,CAMARO IV,7,236331,23.0,136.0,6.0,,61,nan,nan,nan,,,CAMARO IV,236.0,23.0,236331,5,5,5,5,5.1,1000,Other
182,51.96922,4.002117,0.0,,,1.0,WEURT,NL,126.0,,JAMAICA,3,3351944,12.0,30.0,4.0,,74,nan,nan,nan,,,JAMAICA,126.0,12.0,3351944,5,5,5,5,5.1,1000,Other
183,51.94693,4.043908,0.0,259.0,259.0,2.0,NLRTM VIA NOK,CY,151.0,0.0,X PRESS AGILITY,7,122346,23.0,146.0,13.0,13200.0,11,nan,nan,nan,Container,Container,X PRESS AGILITY,151.0,23.0,122346,5,5,5,5,5.1,1000,Other
184,51.91978,4.197134,0.0,155.0,359.0,7.0,GB IMM > NL RTM,AG,107.0,0.0,EPSILONGAS,8,359961,16.0,91.0,10.0,4995.0,19,nan,nan,nan,LPG Tanker,Liquid,EPSILONGAS,107.0,16.0,359961,5,5,5,5,5.1,1000,Other
185,51.91543,4.216585,0.0,346.0,50.0,3.0,ROTTERDAM,PT,125.0,0.0,GISELA ESSBERGER,8,283910,19.0,98.0,15.0,9554.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,GISELA ESSBERGER,125.0,19.0,283910,5,5,5,5,5.1,1000,Other
186,51.97681,4.125625,0.0,172.0,207.0,2.0,PILOT BOARDING AREA,NL,23.0,-1.0,ORION PILOTS,3,270399,6.0,10.0,3.0,,-999,nan,nan,nan,,,ORION PILOTS,23.0,6.0,270399,5,5,5,5,5.1,1000,Other
187,51.92479,4.197435,0.0,353.0,353.0,3.0,NLRTM01202DOCKX00038,BE,86.0,,SOMTRANS V,8,108088,11.0,86.0,1.0,2200.0,25,nan,nan,nan,,,SOMTRANS V,86.0,11.0,108088,5,5,5,5,5.1,1000,Other
188,51.95753,4.128472,0.0,248.0,331.0,5.0,GA GAX>NL RTM,MH,274.0,0.0,ADVANTAGE SPICE,8,284112,48.0,228.0,26.0,156658.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,ADVANTAGE SPICE,274.0,48.0,284112,5,5,5,5,5.1,1000,Other
189,51.8257,4.135705,0.0,,,3.0,CLASS B,NL,13.0,,OLYMPIA,9,6246299,4.0,12.0,3.0,,-999,nan,nan,nan,,,OLYMPIA,13.0,4.0,6246299,5,5,5,5,5.1,1000,Other
190,51.92125,4.201857,0.0,339.0,359.0,1.0,RUPRI-NLRTM,LR,249.0,0.0,VERNADSKY PROSPECT,8,5871240,44.0,202.0,20.0,113310.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,VERNADSKY PROSPECT,249.0,44.0,5871240,5,5,5,5,5.1,1000,Other
191,51.94905,4.17043,42.0,133.0,133.0,1.0,RDAM RHEINMAASVLAKT,NL,54.0,,ZUIDEINDE,7,224194,6.0,45.0,4.0,,61,nan,nan,nan,,,ZUIDEINDE,54.0,6.0,224194,5,5,5,5,5.1,1000,Other
192,52.03285,3.932468,92.0,310.0,310.0,2.0,NL ROT - DE BRV,DK,399.0,,MILAN MAERSK,7,5113574,58.0,115.0,23.0,210019.0,11,nan,nan,nan,Container,Container,MILAN MAERSK,399.0,58.0,5113574,5,5,5,5,5.1,1000,Other
193,51.96031,4.090495,0.0,27.0,78.0,2.0,PILOT BOARING AREA,NL,23.0,0.0,LUCIDA PILOTS,3,5630325,7.0,17.0,4.0,,-999,nan,nan,nan,,,LUCIDA PILOTS,23.0,7.0,5630325,5,5,5,5,5.1,1000,Other
194,51.933,4.186833,0.0,149.0,267.0,3.0,NLRTM,NL,88.0,0.0,BEAUMARE,7,252996,12.0,80.0,7.0,3850.0,9,nan,nan,nan,General Cargo,Cargo,BEAUMARE,88.0,12.0,252996,5,5,5,5,5.1,1000,Other
195,51.96237,3.975537,0.0,137.0,1.0,3.0,FIRTH OF FORTH,NL,40.0,-720.0,EN AVANT 30,3,279577,14.0,14.0,11.0,637.0,93,nan,nan,nan,,,EN AVANT 30,40.0,14.0,279577,5,5,5,5,5.1,1000,Other
196,51.96069,3.996118,4.0,240.0,240.0,3.0,NLRTM01156TERMC0003,DE,135.0,,TRIFELS,7,138238,11.0,123.0,12.0,,61,nan,nan,nan,,,TRIFELS,135.0,11.0,138238,5,5,5,5,5.1,1000,Other
197,51.97216,4.133597,10.0,119.0,131.0,4.0,HVH NL <> HW GBR,NL,240.0,0.0,STENA HOLLANDICA,6,214173,32.0,27.0,16.0,11600.0,116,nan,nan,nan,,,STENA HOLLANDICA,240.0,32.0,214173,5,5,5,5,5.1,1000,Other
198,51.89437,4.239293,0.0,,,2.0,ROTTERDAM,NL,135.0,,COLORADO,8,5653437,13.0,120.0,6.0,,25,nan,nan,nan,,,COLORADO,135.0,13.0,5653437,5,5,5,5,5.1,1000,Other
199,51.96311,4.035728,0.0,28.0,129.0,5.0,BEERKANAAL/EUROPAHAV,BE,135.0,0.0,KROONSTAD,8,5729294,17.0,135.0,0.0,,25,nan,nan,nan,,,KROONSTAD,135.0,17.0,5729294,5,5,5,5,5.1,1000,Other
200,51.96252,4.052695,0.0,210.0,210.0,3.0,PERNIS,NL,85.0,,CALENDULA 12,8,3351469,9.0,74.0,4.0,,25,nan,nan,nan,,,CALENDULA 12,85.0,9.0,3351469,5,5,5,5,5.1,1000,Other
201,51.95272,4.0003,0.0,71.0,217.0,3.0,BEANR-NLROT,SG,230.0,0.0,POLAR COSTA RICA,7,5263452,37.0,184.0,18.0,52120.0,11,nan,nan,nan,Container,Container,POLAR COSTA RICA,230.0,37.0,5263452,5,5,5,5,5.1,1000,Other
202,51.96656,4.044525,0.0,196.0,109.0,5.0,HARBOUR TOWAGE,NL,30.0,0.0,SVITZER MARKEN,3,259925,11.0,20.0,5.0,226.0,54,nan,nan,nan,Tug,,SVITZER MARKEN,30.0,11.0,259925,5,5,5,5,5.1,1000,Other
